task_type,scaffold,correct,prompt,response,a,b,correct_product,claimed,is_correct_claim,trigger,first_letter,last_letter,base_count,bonus,expected_word_count,difficulty,has_number,has_question,word_count,conditions_true,expected,has_3_letter,has_6_letter,rules,has_cat,has_dog,vowel_count,consonant_count,expected_format,sentence_count
logic_generation,self_monitor,False,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 3 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 7 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""Have animal there little water different they.""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",Exactly 3 words.,,,,,,Have animal there little water different they.,,,,,1,word_length_conditional,,,,,,False,True,"{(True, True): 3, (True, False): 7, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
logic_generation,self_monitor,False,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""The quick brown fox jumps over 72.""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",1 condition,,,,,,The quick brown fox jumps over 72.,,,,,,compound_conditional,True,False,6,2,2,,,,,,,,,
logic_generation,self_monitor,True,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""The quick brown fox jumps over 68?""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",Two conditions true.,,,,,,The quick brown fox jumps over 68?,,,,,,compound_conditional,True,True,6,3,3,,,,,,,,,
logic_generation,self_monitor,True,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- Count the sentences (separated by . ! or ?) and words in the prompt.
- If 1 sentence AND fewer than 10 words → respond in ALL CAPITALS
- If 1 sentence AND 10 or more words → respond in all lowercase
- If 2 or more sentences AND odd total word count → respond with a question (end with ?)
- If 2 or more sentences AND even total word count → respond with an exclamation (end with !)

The prompt is: ""Run fast. Jump high. Win big today.""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",Run fast. Jump high. Win big today?,,,,,,Run fast. Jump high. Win big today.,,,,,,sentence_word_rule,,,7,,,,,,,,,,question,3
logic_generation,self_monitor,False,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 2 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 7 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""Other dog place with box important from.""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.","undefined, sorry",,,,,,Other dog place with box important from.,,,,,7,word_length_conditional,,,,,,True,False,"{(True, True): 2, (True, False): 7, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
logic_generation,self_monitor,True,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""The cat and dog played together""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",BOTH,,,,,,The cat and dog played together,,,,,,nested_conditional,,,6,,BOTH,,,,True,True,,,,
logic_generation,self_monitor,True,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Strong rhythm myths""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",Consonant.,,,,,,Strong rhythm myths,,,,,,vowel_consonant_rule,,,,,,,,,,,1,16,starts_with_consonant,
logic_generation,self_monitor,False,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Help mend that""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",OK.,,,,,,Help mend that,,,,,,vowel_consonant_rule,,,,,,,,,,,3,9,starts_with_consonant,
logic_generation,self_monitor,False,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 3 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 6 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""That their with called sound another.""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",Exactly 3 words.,,,,,,That their with called sound another.,,,,,1,word_length_conditional,,,,,,False,True,"{(True, True): 3, (True, False): 6, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
logic_generation,self_monitor,True,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""The quick brown fox jumps over.""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",NONE,,,,,,The quick brown fox jumps over.,,,,,,compound_conditional,False,False,6,1,1,,,,,,,,,
logic_generation,self_monitor,True,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""I see a bee outside""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",Outside,,,,,,I see a bee outside,,,,,,vowel_consonant_rule,,,,,,,,,,,10,5,starts_with_vowel,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Bold step next""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Okay,,,,,,Bold step next,,,,,,vowel_consonant_rule,,,,,,,,,,,3,9,starts_with_consonant,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Soft wind is constant""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Seven words exactly are needed for this.,,,,,,Soft wind is constant,S,t,5,0,5,position_letter_rule,,,,,,,,,,,,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 4 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 8 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""Which they first cup time sun another school.""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.","Bright skies above, always.",,,,,,Which they first cup time sun another school.,,,,,4,word_length_conditional,,,,,,True,True,"{(True, True): 4, (True, False): 8, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Eau de vie au revoir""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Liège,,,,,,Eau de vie au revoir,,,,,,vowel_consonant_rule,,,,,,,,,,,11,5,starts_with_vowel,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Delicious cake is home""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Seven words required for this exact response.,,,,,,Delicious cake is home,D,e,3,2,5,position_letter_rule,,,,,,,,,,,,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 2 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 7 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""Time number their the important school hat water call.""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",the important,,,,,,Time number their the important school hat water call.,,,,,2,word_length_conditional,,,,,,True,True,"{(True, True): 2, (True, False): 7, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the sentences (separated by . ! or ?) and words in the prompt.
- If 1 sentence AND fewer than 10 words → respond in ALL CAPITALS
- If 1 sentence AND 10 or more words → respond in all lowercase
- If 2 or more sentences AND odd total word count → respond with a question (end with ?)
- If 2 or more sentences AND even total word count → respond with an exclamation (end with !)

The prompt is: ""Stop now. Think about it.""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",How does that make you feel?,,,,,,Stop now. Think about it.,,,,,,sentence_word_rule,,,5,,,,,,,,,,question,2
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the sentences (separated by . ! or ?) and words in the prompt.
- If 1 sentence AND fewer than 10 words → respond in ALL CAPITALS
- If 1 sentence AND 10 or more words → respond in all lowercase
- If 2 or more sentences AND odd total word count → respond with a question (end with ?)
- If 2 or more sentences AND even total word count → respond with an exclamation (end with !)

The prompt is: ""The old rusty car drove slowly down the long winding country road""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",the old rusty car drove slowly down the long winding country road,,,,,,The old rusty car drove slowly down the long winding country road,,,,,,sentence_word_rule,,,12,,,,,,,,,,all_lowercase,1
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Cats hunt prey""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Given,,,,,,Cats hunt prey,,,,,,vowel_consonant_rule,,,,,,,,,,,3,9,starts_with_consonant,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 3 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 6 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""Other time water that something.""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",BANANA THUNDERSTORM,,,,,,Other time water that something.,,,,,phrase,word_length_conditional,,,,,,False,False,"{(True, True): 3, (True, False): 6, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 3 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 6 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""With would time before sound picture.""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",time to react,,,,,,With would time before sound picture.,,,,,1,word_length_conditional,,,,,,False,True,"{(True, True): 3, (True, False): 6, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the sentences (separated by . ! or ?) and words in the prompt.
- If 1 sentence AND fewer than 10 words → respond in ALL CAPITALS
- If 1 sentence AND 10 or more words → respond in all lowercase
- If 2 or more sentences AND odd total word count → respond with a question (end with ?)
- If 2 or more sentences AND even total word count → respond with an exclamation (end with !)

The prompt is: ""The cat sat down""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",THE CAT SAT DOWN,,,,,,The cat sat down,,,,,,sentence_word_rule,,,4,,,,,,,,,,ALL_CAPS,1
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 4 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 7 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""Been would through that which father big people.""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",seven words apply due to rule conditions,,,,,,Been would through that which father big people.,,,,,4,word_length_conditional,,,,,,True,True,"{(True, True): 4, (True, False): 7, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Yellow sun is home""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Seven words exactly match the required response length.,,,,,,Yellow sun is home,Y,e,5,2,7,position_letter_rule,,,,,,,,,,,,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the sentences (separated by . ! or ?) and words in the prompt.
- If 1 sentence AND fewer than 10 words → respond in ALL CAPITALS
- If 1 sentence AND 10 or more words → respond in all lowercase
- If 2 or more sentences AND odd total word count → respond with a question (end with ?)
- If 2 or more sentences AND even total word count → respond with an exclamation (end with !)

The prompt is: ""Many different colorful birds fly through the bright sunny sky daily""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",many different colorful birds fly through the bright sunny sky daily,,,,,,Many different colorful birds fly through the bright sunny sky daily,,,,,,sentence_word_rule,,,11,,,,,,,,,,all_lowercase,1
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""The quick brown fox jumps over 17?""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",three conditions true,,,,,,The quick brown fox jumps over 17?,,,,,,compound_conditional,True,True,6,3,3,,,,,,,,,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the sentences (separated by . ! or ?) and words in the prompt.
- If 1 sentence AND fewer than 10 words → respond in ALL CAPITALS
- If 1 sentence AND 10 or more words → respond in all lowercase
- If 2 or more sentences AND odd total word count → respond with a question (end with ?)
- If 2 or more sentences AND even total word count → respond with an exclamation (end with !)

The prompt is: ""Hello there. How are you today.""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",How can I help you today?,,,,,,Hello there. How are you today.,,,,,,sentence_word_rule,,,6,,,,,,,,,,exclamation,2
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""True love is perfect""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Five words.,,,,,,True love is perfect,T,t,5,0,5,position_letter_rule,,,,,,,,,,,,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Strong rhythm myths""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Myths,,,,,,Strong rhythm myths,,,,,,vowel_consonant_rule,,,,,,,,,,,1,16,starts_with_consonant,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""My cat loves to nap all day""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",CAT ONLY,,,,,,My cat loves to nap all day,,,,,,nested_conditional,,,7,,CAT ONLY,,,,True,False,,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""The quick brown fox jumps over.""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",NONE,,,,,,The quick brown fox jumps over.,,,,,,compound_conditional,False,False,6,1,1,,,,,,,,,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Lovely day is perfect""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Seven words are required for this response.,,,,,,Lovely day is perfect,L,t,3,0,3,position_letter_rule,,,,,,,,,,,,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the sentences (separated by . ! or ?) and words in the prompt.
- If 1 sentence AND fewer than 10 words → respond in ALL CAPITALS
- If 1 sentence AND 10 or more words → respond in all lowercase
- If 2 or more sentences AND odd total word count → respond with a question (end with ?)
- If 2 or more sentences AND even total word count → respond with an exclamation (end with !)

The prompt is: ""The quick brown fox jumps over the lazy sleeping dog today""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",the quick brown fox jumps over the lazy sleeping dog today,,,,,,The quick brown fox jumps over the lazy sleeping dog today,,,,,,sentence_word_rule,,,11,,,,,,,,,,all_lowercase,1
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""A fluffy cat jumped over the fence""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",CAT ONLY,,,,,,A fluffy cat jumped over the fence,,,,,,nested_conditional,,,7,,CAT ONLY,,,,True,False,,,,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""Hello there 30?""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Three conditions. All true.,,,,,,Hello there 30?,,,,,,compound_conditional,True,True,2,2,2,,,,,,,,,
